implicits,What does an implicit parameter in Scala do?,Defines a loop,Automatically provides a value if not explicitly passed,Sorts data,Filters data,Automatically provides a value if not explicitly passed,,,,,,
implicits,What is an implicit conversion in Scala?,A loop,Converting one type to another automatically,Sorting data,Filtering data,Converting one type to another automatically,,,,,,
implicits,What is a common pitfall of using implicits in Scala?,Improved readability,Unexpected behavior due to implicit conversions,More memory usage,Longer execution time,Unexpected behavior due to implicit conversions,,,,,,
implicits,What does the implicit keyword in Scala indicate?,A loop,A value or conversion that can be applied automatically,An array,A variable,A value or conversion that can be applied automatically,,,,,,
implicits,What is the benefit of implicits in type class patterns?,Increased complexity,Flexibility in defining behavior for types,More memory usage,Longer execution time,Flexibility in defining behavior for types,,,,,,
implicits,What does an implicit class in Scala do?,Defines a loop,Adds methods to existing types,Sorts data,Filters data,Adds methods to existing types,,,,,,
implicits,What is a practical example of implicits in Scala?,Looping over data,Converting a string to a custom type,Sorting data,Filtering data,Converting a string to a custom type,,,,,,
implicits,What does the implicit scope in Scala determine?,The loops available,Where implicits are looked up,The arrays available,The variables available,Where implicits are looked up,,,,,,
algebraic data type,What is an algebraic data type?,A loop structure,A type defined as a sum or product,A variable container,A class definition,A type defined as a sum or product,,,,,,
algebraic data type,Which language emphasizes algebraic data types?,Python,Scala,C++,Java,Scala,,,,,,
algebraic data type,What is a sum type in algebraic data types?,A type that can be one of several variants,A type that combines multiple types,A type that loops,A type that sorts,A type that can be one of several variants,,,,,,
algebraic data type,What is a product type in algebraic data types?,A type that combines multiple types into one,A type that can be one of several variants,A type that loops,A type that sorts,A type that combines multiple types into one,,,,,,
algebraic data type,What is an example of an algebraic data type in Scala?,A loop,The Option type,An array,A variable,The Option type,,,,,,
algebraic data type,What does an algebraic data type enable in programming?,Looping over data,Type-safe data modeling,Sorting data,Filtering data,Type-safe data modeling,,,,,,
algebraic data type,What is a common use of algebraic data types in functional programming?,Looping over data,Modeling data with variants,Sorting data,Filtering data,Modeling data with variants,,,,,,
algebraic data type,What does pattern matching often pair with in algebraic data types?,Loops,Deconstructing the type,Arrays,Variables,Deconstructing the type,,,,,,
algebraic data type,What is the benefit of using algebraic data types in programming?,Increased complexity,Type safety and expressiveness,More memory usage,Longer execution time,Type safety and expressiveness,,,,,,
algebraic data type,What is a practical example of an algebraic data type in Scala?,Looping over data,Defining a sealed trait with case classes,Sorting data,Filtering data,Defining a sealed trait with case classes,,,,,,
fold,What does the fold operation do in programming?,Sorts a collection,Reduces a collection to a single value,Filters a collection,Joins collections,Reduces a collection to a single value,,,,,,
fold,What is a common fold operation?,Map,Filter,FoldLeft,FlatMap,FoldLeft,,,,,,
fold,What does the fold operation require as an argument?,A loop,An initial value and a combining function,A variable,A class,An initial value and a combining function,,,,,,
fold,What is the difference between foldLeft and foldRight?,foldLeft processes from left to right; foldRight from right to left,foldLeft processes from right to left; foldRight from left to right,foldLeft uses loops; foldRight does not,foldLeft uses arrays; foldRight does not,foldLeft processes from left to right; foldRight from right to left,,,,,,
fold,What is a common use of fold in functional programming?,Looping over data,Reducing a collection to a single value,Sorting data,Filtering data,Reducing a collection to a single value,,,,,,
fold,What is the time complexity of a fold operation in most cases?,O(1),O(n),O(n log n),O(n^2),O(n),,,,,,
fold,What does fold ensure in functional programming?,Side effects,Immutability of the original collection,Sorting of elements,Modification of the original collection,Immutability of the original collection,,,,,,
fold,What is a practical example of fold in Scala?,Looping over data,Summing a list of numbers,Sorting data,Filtering data,Summing a list of numbers,,,,,,
fold,What does fold enable in parallel computing?,Looping over data,Parallel reduction of collections,Sorting data,Filtering data,Parallel reduction of collections,,,,,,
fold,What is the role of the initial value in a fold operation?,To loop over the collection,To provide a starting point for reduction,To sort the collection,To filter the collection,To provide a starting point for reduction,,,,,,
companion object,What is a companion object in Scala?,A loop helper,An object paired with a class,A variable container,A function wrapper,An object paired with a class,,,,,,
companion object,What is a common use of companion objects?,Defining loops,Factory methods,Handling exceptions,Creating arrays,Factory methods,,,,,,
companion object,What can a companion object access in Scala?,Only public members of the class,Private members of its companion class,Only loops,Only variables,Private members of its companion class,,,,,,
companion object,What is the naming convention for a companion object in Scala?,It must have a different name than the class,It must have the same name as the class,"It must be named ""Object""","It must be named ""Companion""",It must have the same name as the class,,,,,,
companion object,What is a common pattern companion objects are used for in Scala?,Looping over data,Implementing the singleton pattern,Sorting data,Filtering data,Implementing the singleton pattern,,,,,,
companion object,What does a companion object often contain in Scala?,Loops,Static-like methods for the class,Arrays,Variables,Static-like methods for the class,,,,,,
companion object,What is the benefit of using companion objects in Scala?,Increased complexity,Encapsulation of class-related functionality,More memory usage,Longer execution time,Encapsulation of class-related functionality,,,,,,
companion object,What keyword is used to define a companion object in Scala?,class,object,trait,loop,object,,,,,,
companion object,What is a practical example of a companion object in Scala?,Looping over data,Creating a factory method for a class,Sorting data,Filtering data,Creating a factory method for a class,,,,,,
companion object,What does a companion object enable in terms of access in Scala?,Looping over the class,Access to private members of the class,Sorting the class,Filtering the class,Access to private members of the class,,,,,,
sealed trait,What is a sealed trait in Scala?,A trait for arrays,A trait restricted to a file,A variable container,A function wrapper,A trait restricted to a file,,,,,,
sealed trait,What is a benefit of sealed traits?,Increased memory usage,Exhaustive pattern matching,Simpler syntax,Faster execution,Exhaustive pattern matching,,,,,,
sealed trait,What does the sealed keyword do in a Scala trait?,Allows extensions anywhere,Restricts extensions to the same file,Defines a loop,Creates an array,Restricts extensions to the same file,,,,,,
sealed trait,What is a common use of sealed traits in Scala?,Looping over data,Defining algebraic data types,Sorting data,Filtering data,Defining algebraic data types,,,,,,
sealed trait,What does a sealed trait ensure in pattern matching?,Some cases are handled,All possible cases are handled by the compiler,Loops are handled,Arrays are handled,All possible cases are handled by the compiler,,,,,,
sealed trait,What is an example of a sealed trait in Scala?,A loop,An Option-like structure with Some and None,An array,A variable,An Option-like structure with Some and None,,,,,,
sealed trait,What is the difference between a sealed trait and a regular trait?,Sealed traits can be extended anywhere; regular traits cannot,Sealed traits restrict extensions; regular traits do not,Sealed traits use loops; regular traits do not,Sealed traits use arrays; regular traits do not,Sealed traits restrict extensions; regular traits do not,,,,,,
sealed trait,What does a sealed trait often pair with in Scala?,Loops,Case classes,Arrays,Variables,Case classes,,,,,,
sealed trait,What is the benefit of using sealed traits in type safety?,Increased complexity,Ensuring all cases are handled,More memory usage,Longer execution time,Ensuring all cases are handled,,,,,,
sealed trait,What is a practical example of a sealed trait in Scala?,Looping over data,Defining a hierarchy of expression types,Sorting data,Filtering data,Defining a hierarchy of expression types,,,,,,
currying,What is currying in programming?,Defining loops,Transforming a function to single-argument functions,Handling exceptions,Creating arrays,Transforming a function to single-argument functions,,,,,,
currying,Which language supports currying?,Python,Scala,C++,Java,Scala,,,,,,
currying,What does currying enable in functional programming?,Imperative programming,Partial application of functions,Looping over data,Modifying data,Partial application of functions,,,,,,
currying,What is an example of currying in Scala?,A loop,Defining a function that adds two numbers as add(x)(y),An array,A variable,Defining a function that adds two numbers as add(x)(y),,,,,,
currying,What is the benefit of currying in programming?,Increased complexity,Flexibility in function application,More memory usage,Longer execution time,Flexibility in function application,,,,,,
currying,What does a curried function return?,A loop,Another function,An array,A variable,Another function,,,,,,
currying,What is a common use of currying in functional programming?,Looping over data,Creating reusable function templates,Sorting data,Filtering data,Creating reusable function templates,,,,,,
currying,What is the difference between a curried and uncurried function?,Curried takes multiple arguments at once; uncurried takes one,Curried takes one argument at a time; uncurried takes multiple,Curried uses loops; uncurried does not,Curried uses arrays; uncurried does not,Curried takes one argument at a time; uncurried takes multiple,,,,,,
currying,What does currying often pair with in Scala?,Loops,Higher-order functions,Arrays,Variables,Higher-order functions,,,,,,
currying,What is a practical example of currying in Scala?,Looping over data,Defining a function to create custom multipliers,Sorting data,Filtering data,Defining a function to create custom multipliers,,,,,,
type class,What is a type class in programming?,A loop structure,A pattern for defining behavior,A variable container,A class definition,A pattern for defining behavior,,,,,,
type class,What is a key feature of type classes?,Inheritance,Implicit instances,Looping,Array creation,Implicit instances,,,,,,
type class,What is a common use of type classes in Scala?,Looping over data,Defining behavior for types like Show or Eq,Sorting data,Filtering data,Defining behavior for types like Show or Eq,,,,,,
type class,What does a type class in Scala typically define?,A loop,A set of methods to be implemented,An array,A variable,A set of methods to be implemented,,,,,,
type class,What is the role of implicits in type classes in Scala?,To define loops,To provide instances of the type class,To sort data,To filter data,To provide instances of the type class,,,,,,
type class,What is the benefit of using type classes in programming?,Increased complexity,Ad-hoc polymorphism,More memory usage,Longer execution time,Ad-hoc polymorphism,,,,,,
type class,What is an example of a type class in Scala?,A loop,The Eq type class for equality comparison,An array,A variable,The Eq type class for equality comparison,,,,,,
type class,What does a type class enable in functional programming?,Imperative programming,Generic behavior across types,Looping over data,Modifying data,Generic behavior across types,,,,,,
type class,What is the difference between a type class and a regular class?,Type classes define behavior; regular classes define data,Type classes define data; regular classes define behavior,Type classes use loops; regular classes do not,Type classes use arrays; regular classes do not,Type classes define behavior; regular classes define data,,,,,,
type class,What is a practical example of a type class in Scala?,Looping over data,Defining a Show type class to convert types to strings,Sorting data,Filtering data,Defining a Show type class to convert types to strings,,,,,,
applicative,What is an applicative in programming?,A loop helper,A type for applying functions in a context,A variable container,A function wrapper,A type for applying functions in a context,,,,,,
applicative,How does an applicative differ from a monad?,Applicatives are less powerful,Applicatives are more powerful,Applicatives are loops,Applicatives are arrays,Applicatives are less powerful,,,,,,
applicative,What does an applicative functor allow in functional programming?,Looping over data,Applying functions in a context,Sorting data,Filtering data,Applying functions in a context,,,,,,
applicative,What is an example of an applicative in Scala?,A loop,The Option type,An array,A variable,The Option type,,,,,,
applicative,What does the pure operation in an applicative do?,Sorts the applicative,Wraps a value into the applicative context,Filters the applicative,Deletes the applicative,Wraps a value into the applicative context,,,,,,
applicative,What is a common use of applicatives in functional programming?,Looping over data,Combining computations in a context,Sorting data,Filtering data,Combining computations in a context,,,,,,
applicative,What is the benefit of using applicatives in programming?,Increased complexity,Simpler handling of effects than monads,More memory usage,Longer execution time,Simpler handling of effects than monads,,,,,,
applicative,What does an applicative ensure in functional programming?,Side effects,Immutability of the original type,Sorting of elements,Modification of the original type,Immutability of the original type,,,,,,
applicative,What is the difference between an applicative and a functor?,Applicatives support applying functions in context; functors only map,Applicatives only map; functors apply functions,Applicatives use loops; functors do not,Applicatives use arrays; functors do not,Applicatives support applying functions in context; functors only map,,,,,,
applicative,What is a practical example of an applicative in Scala?,Looping over data,Combining two Options with a function,Sorting data,Filtering data,Combining two Options with a function,,,,,,
concept,Question,Option One,Option Two,Option Three,Option Four,Correct Answer,,,,,,
closure,What is a closure in programming?,A loop structure,A function that retains access to its outer scope,A variable type,A class definition,A function that retains access to its outer scope,,,,,,
closure,What does a closure typically capture?,Local variables,Global variables,Class methods,Loop structures,Local variables,,,,,,
closure,In which language are closures commonly used?,C++,JavaScript,Assembly,C,JavaScript,,,,,,
closure,What is a benefit of using closures?,Increased memory usage,Encapsulating stateful behavior,More complex syntax,Slower execution,Encapsulating stateful behavior,,,,,,
closure,What does a closure enable in functional programming?,Imperative programming,Maintaining state across calls,Looping over data,Modifying global variables,Maintaining state across calls,,,,,,
pointer,What is a pointer in programming?,A loop structure,A variable that stores a memory address,A function type,A class definition,A variable that stores a memory address,,,,,,
pointer,In which language are pointers heavily used?,Python,Java,C++,Ruby,C++,,,,,,
pointer,What does dereferencing a pointer mean?,Assigning a new memory address,Accessing the value at the memory address,Deleting the pointer,Creating a new pointer,Accessing the value at the memory address,,,,,,
pointer,What is a null pointer?,A pointer with no value,A pointer to zero,A pointer to an invalid address,A pointer to a function,A pointer with no value,,,,,,
pointer,What is a common risk of using pointers?,Memory safety,Memory leaks,Type safety,Code readability,Memory leaks,,,,,,
dictionary,What is a dictionary in programming?,A loop structure,A key-value data structure,A function type,A class definition,A key-value data structure,,,,,,
dictionary,In which language is a dictionary a built-in type?,Python,C++,JavaScript,Java,Python,,,,,,
dictionary,What is a common operation on a dictionary?,Looping,Key-value pair lookup,Sorting,Filtering,Key-value pair lookup,,,,,,
dictionary,What happens if you access a non-existent key in a dictionary?,It returns a default value or throws an error,It creates a new key,It sorts the dictionary,It deletes the dictionary,It returns a default value or throws an error,,,,,,
dictionary,What is a benefit of using a dictionary?,Slow access time,Fast key-based lookups,More memory usage,Complex syntax,Fast key-based lookups,,,,,,
virtual function,What is a virtual function in programming?,A loop helper,A function that can be overridden in a derived class,A variable type,A function wrapper,A function that can be overridden in a derived class,,,,,,
virtual function,In which language are virtual functions commonly used?,Python,JavaScript,C++,Ruby,C++,,,,,,
virtual function,What keyword is used to declare a virtual function in C++?,virtual,static,final,abstract,virtual,,,,,,
virtual function,What is the purpose of a virtual function?,To prevent overriding,To enable runtime polymorphism,To define a loop,To create an array,To enable runtime polymorphism,,,,,,
virtual function,What is a pure virtual function?,A virtual function with no implementation,A virtual function with a default implementation,A virtual function that loops,A virtual function that cannot be overridden,A virtual function with no implementation,,,,,,
module,What is a module in programming?,A loop structure,A file containing reusable code,A variable type,A class definition,A file containing reusable code,,,,,,
module,In which language are modules a core feature?,Python,C++,JavaScript,Java,Python,,,,,,
module,What keyword is used to import a module in Python?,include,import,require,load,import,,,,,,
module,What is a benefit of using modules?,Increased complexity,Code organization and reusability,More memory usage,Longer execution time,Code organization and reusability,,,,,,
module,What does a module typically contain?,Loops,Functions and classes,Arrays,Variables,Functions and classes,,,,,,
prototype,What is a prototype in programming?,A loop structure,An object used for inheritance,A variable type,A class definition,An object used for inheritance,,,,,,
prototype,In which language is the prototype pattern heavily used?,Python,C++,JavaScript,Java,JavaScript,,,,,,
prototype,What does the prototype chain enable in JavaScript?,Looping over objects,Inheritance between objects,Sorting objects,Filtering objects,Inheritance between objects,,,,,,
prototype,What is a benefit of using prototypes in JavaScript?,Increased memory usage,Dynamic inheritance,More complex syntax,Slower execution,Dynamic inheritance,,,,,,
prototype,What does Object.create() do in JavaScript?,Creates a loop,Creates an object with a specified prototype,Sorts an object,Filters an object,Creates an object with a specified prototype,,,,,,
lambda function,What is a lambda function in programming?,A named function,An anonymous function,A loop structure,A variable type,An anonymous function,,,,,,
lambda function,In which language are lambda functions commonly used?,Python,C++,JavaScript,Java,Python,,,,,,
lambda function,What is the syntax of a lambda function in Python?,def func(),lambda x: x + 1,for loop,while loop,lambda x: x + 1,,,,,,
lambda function,What is a common use of lambda functions?,Defining loops,Passing small functions inline,Creating arrays,Handling exceptions,Passing small functions inline,,,,,,
lambda function,What is a limitation of lambda functions in Python?,They can only have one expression,They can have multiple statements,They cannot take arguments,They cannot return values,They can only have one expression,,,,,,
set,What is a set in programming?,A loop structure,A collection of unique elements,A function type,A class definition,A collection of unique elements,,,,,,
set,In which language is a set a built-in type?,Python,C++,JavaScript,Java,Python,,,,,,
set,What is a common operation on a set?,Looping,Union of sets,Sorting,Filtering,Union of sets,,,,,,
set,What does a set ensure about its elements?,They are sorted,They are unique,They are indexed,They are mutable,They are unique,,,,,,
set,What is a benefit of using a set?,Slow access time,Fast membership testing,More memory usage,Complex syntax,Fast membership testing,,,,,,
callback,What is a callback in programming?,A loop structure,A function passed as an argument,A variable type,A class definition,A function passed as an argument,,,,,,
callback,In which language are callbacks commonly used?,Python,C++,JavaScript,Java,JavaScript,,,,,,
callback,What is a common use of callbacks in JavaScript?,Looping over data,Handling asynchronous operations,Sorting data,Filtering data,Handling asynchronous operations,,,,,,
callback,What is a potential issue with callbacks in JavaScript?,Increased complexity,Callback hell,More memory usage,Longer execution time,Callback hell,,,,,,
callback,What does a callback enable in event-driven programming?,Imperative programming,Responding to events,Looping over data,Modifying data,Responding to events,,,,,,
destructor,What is a destructor in programming?,A loop helper,A method called when an object is destroyed,A variable type,A function wrapper,A method called when an object is destroyed,,,,,,
destructor,In which language are destructors commonly used?,Python,JavaScript,C++,Ruby,C++,,,,,,
destructor,What symbol is used to define a destructor in C++?,~,*,#,$,~,,,,,,
destructor,What is the purpose of a destructor?,To create an object,To clean up resources,To define a loop,To create an array,To clean up resources,,,,,,
destructor,What is a key characteristic of a destructor in C++?,It takes arguments,It has no parameters,It returns a value,It can be overloaded,It has no parameters,,,,,,
concept,Question,Option One,Option Two,Option Three,Option Four,Correct Answer,,,,,,
event loop,What is the event loop in programming?,A data structure,A mechanism for handling asynchronous tasks,A variable type,A class definition,A mechanism for handling asynchronous tasks,,,,,,
event loop,In which language is the event loop a core concept?,Python,C++,JavaScript,Java,JavaScript,,,,,,
event loop,What does the event loop manage in JavaScript?,Memory allocation,Asynchronous callbacks,Variable declarations,Loop structures,Asynchronous callbacks,,,,,,
event loop,What is a key feature of the event loop?,Blocking execution,Non-blocking execution,Memory management,Type checking,Non-blocking execution,,,,,,
event loop,What does the event loop enable in Node.js?,Synchronous programming,Concurrent handling of I/O operations,Looping over data,Sorting data,Concurrent handling of I/O operations,,,,,,
overloading,What is overloading in programming?,Defining a loop,Using the same name for different functions or operators,Creating arrays,Handling exceptions,Using the same name for different functions or operators,,,,,,
overloading,In which language is function overloading supported?,Python,JavaScript,C++,Ruby,C++,,,,,,
overloading,What does method overloading depend on?,Return type,Number and type of parameters,Function name only,Loop structure,Number and type of parameters,,,,,,
overloading,What is a benefit of overloading?,Increased complexity,Improved code readability and reusability,More memory usage,Longer execution time,Improved code readability and reusability,,,,,,
overloading,What does operator overloading allow in C++?,Defining loops,Custom behavior for operators,Creating arrays,Handling exceptions,Custom behavior for operators,,,,,,
stack,What is a stack in programming?,A tree structure,A LIFO data structure,A FIFO data structure,A graph structure,A LIFO data structure,,,,,,
stack,In which language can you use a stack directly?,Python,C++,JavaScript,Java,Python,,,,,,
stack,What is a common operation on a stack?,Enqueue,Push and pop,Sort,Filter,Push and pop,,,,,,
stack,What does a stack overflow mean in programming?,Too many elements pushed onto the stack,Stack is empty,Stack is sorted,Stack is filtered,Too many elements pushed onto the stack,,,,,,
stack,What is a practical use of a stack?,Sorting data,Function call management,Graph traversal,Hashing data,Function call management,,,,,,
tuple,What is a tuple in programming?,A loop structure,An immutable sequence of elements,A variable type,A class definition,An immutable sequence of elements,,,,,,
tuple,In which language is a tuple a built-in type?,Python,C++,JavaScript,Java,Python,,,,,,
tuple,What is a key characteristic of a tuple in Python?,It is mutable,It is immutable,It is sorted,It is indexed by keys,It is immutable,,,,,,
tuple,What is a common use of tuples?,Storing mutable data,Returning multiple values from a function,Sorting data,Filtering data,Returning multiple values from a function,,,,,,
tuple,What does tuple unpacking allow in Python?,Looping over tuples,Assigning tuple elements to variables,Sorting tuples,Filtering tuples,Assigning tuple elements to variables,,,,,,
promise,What is a promise in programming?,A loop structure,An object representing an asynchronous result,A variable type,A class definition,An object representing an asynchronous result,,,,,,
promise,In which language are promises commonly used?,Python,C++,JavaScript,Java,JavaScript,,,,,,
promise,What method is used to handle a resolved promise in JavaScript?,catch,then,reject,loop,then,,,,,,
promise,What is a benefit of using promises over callbacks?,Increased complexity,Simpler handling of asynchronous code,More memory usage,Longer execution time,Simpler handling of asynchronous code,,,,,,
promise,What does Promise.all do in JavaScript?,Rejects all promises,Resolves when all promises resolve,Sorts promises,Filters promises,Resolves when all promises resolve,,,,,,
method overriding,What is method overriding in programming?,Defining a loop,Redefining a base class method in a derived class,Creating arrays,Handling exceptions,Redefining a base class method in a derived class,,,,,,
method overriding,In which language is method overriding supported?,Python,C++,JavaScript,All of the above,All of the above,,,,,,
method overriding,What is required for method overriding?,Same method name and signature,Different method name,Same return type only,Loop structure,Same method name and signature,,,,,,
method overriding,What does method overriding enable?,Code duplication,Runtime polymorphism,Static binding,Loop optimization,Runtime polymorphism,,,,,,
method overriding,What keyword is often used to indicate overriding in Java?,override,virtual,final,static,override,,,,,,
queue,What is a queue in programming?,A tree structure,A FIFO data structure,A LIFO data structure,A graph structure,A FIFO data structure,,,,,,
queue,In which language can you use a queue directly?,Python,C++,JavaScript,Java,Python,,,,,,
queue,What is a common operation on a queue?,Push and pop,Enqueue and dequeue,Sort,Filter,Enqueue and dequeue,,,,,,
queue,What is a priority queue?,A queue with sorted elements,A queue with random access,A queue with no order,A queue with loops,A queue with sorted elements,,,,,,
queue,What is a practical use of a queue?,Sorting data,Task scheduling,Function call management,Hashing data,Task scheduling,,,,,,
file i/o,What does file I/O refer to in programming?,Looping over files,Reading from and writing to files,Creating arrays,Handling exceptions,Reading from and writing to files,,,,,,
file i/o,In which language is file I/O commonly performed?,Python,C++,Java,All of the above,All of the above,,,,,,
file i/o,What is a common method to read a file in Python?,read(),write(),sort(),filter(),read(),,,,,,
file i/o,What does the 'w' mode do when opening a file?,Readsconnections,Reads the file,Appends to the file,Creates a new file if it doesn’t exist,Writes binary data,Creates a new file if it doesn’t exist,,,,,
file i/o,What is a benefit of using a context manager for file I/O in Python?,Increases file size,Automatically closes the file,Sorts the file content,Filters the file content,Automatically closes the file,,,,,,
arrow function,What is an arrow function in JavaScript?,A named function,A concise function syntax,A loop structure,A variable type,A concise function syntax,,,,,,
arrow function,What symbol is used to define an arrow function in JavaScript?,=>,->,::,++,=>,,,,,,
arrow function,What is a key difference between arrow functions and regular functions?,Arrow functions have their own 'this',Regular functions have their own 'this',Arrow functions are always named,Regular functions are anonymous,Arrow functions have their own 'this',,,,,,
arrow function,What is a common use of arrow functions?,Defining loops,Writing concise callbacks,Creating arrays,Handling exceptions,Writing concise callbacks,,,,,,
arrow function,What is a limitation of arrow functions in JavaScript?,They cannot take arguments,They cannot be used in loops,They do not have their own 'arguments' object,They cannot return values,They do not have their own 'arguments' object,,,,,,
static method,What is a static method in programming?,A loop helper,A method that belongs to a class, not an instance,A variable type,A function wrapper,A method that belongs to a class, not an instance,,,,
static method,In which language are static methods commonly used?,Python,C++,Java,All of the above,All of the above,,,,,,
static method,What keyword is used to define a static method in Java?,static,virtual,final,override,static,,,,,,
static method,What is a common use of static methods?,Accessing instance variables,Utility functions,Creating loops,Handling exceptions,Utility functions,,,,,,
static method,What is a limitation of static methods?,They can access instance variables,They cannot be overridden,They cannot be called,They require an instance,They cannot access instance variables,,,,,,
dynamic memory allocation,What is dynamic memory allocation in programming?,Allocating memory at compile time,Allocating memory at runtime,Defining loops,Creating arrays,Allocating memory at runtime,,,,,,
dynamic memory allocation,In which language is dynamic memory allocation common?,Python,JavaScript,C++,Java,C++,,,,,,
dynamic memory allocation,What operator is used for dynamic memory allocation in C++?,new,alloc,malloc,create,new,,,,,,
dynamic memory allocation,What is a risk of dynamic memory allocation?,Memory safety,Memory leaks,Type safety,Code readability,Memory leaks,,,,,,
dynamic memory allocation,What does the 'delete' operator do in C++?,Allocates memory,Frees dynamically allocated memory,Sorts memory,Filters memory,Frees dynamically allocated memory,,,,,,
regular expression,What is a regular expression in programming?,A loop structure,A pattern for matching text,A variable type,A class definition,A pattern for matching text,,,,,,
regular expression,In which language are regular expressions commonly used?,Python,C++,JavaScript,All of the above,All of the above,,,,,,
regular expression,What does the '*' symbol mean in a regular expression?,Match one character,Match zero or more characters,Match exactly one character,Match the end of a string,Match zero or more characters,,,,,,
regular expression,What is a common use of regular expressions?,Looping over data,Text validation and searching,Sorting data,Filtering data,Text validation and searching,,,,,,
regular expression,What does the 're' module provide in Python?,Looping functions,Regular expression operations,Sorting functions,Filtering functions,Regular expression operations,,,,,,
event-driven programming,What is event-driven programming?,A loop-based paradigm,A paradigm where code responds to events,A variable-based paradigm,A class-based paradigm,A paradigm where code responds to events,,,,,,
event-driven programming,In which language is event-driven programming common?,Python,C++,JavaScript,Java,JavaScript,,,,,,
event-driven programming,What is an example of an event in event-driven programming?,A loop iteration,A mouse click,Variable declaration,Class instantiation,A mouse click,,,,,,
event-driven programming,What is a benefit of event-driven programming?,Increased complexity,Responsive applications,More memory usage,Longer execution time,Responsive applications,,,,,,
event-driven programming,What does an event listener do?,Loops over events,Executes code when an event occurs,Sorts events,Filters events,Executes code when an event occurs,,,,,,
operator overloading,What is operator overloading in programming?,Defining loops,Customizing operator behavior,Creating arrays,Handling exceptions,Customizing operator behavior,,,,,,
operator overloading,In which language is operator overloading supported?,Python,C++,Java,All of the above,All of the above,,,,,,
operator overloading,What does operator overloading allow for user-defined types?,Standard operator behavior,Custom operator behavior,Loop creation,Array handling,Custom operator behavior,,,,,,
operator overloading,What is a common use of operator overloading in C++?,Looping over objects,Defining arithmetic for custom classes,Sorting objects,Filtering objects,Defining arithmetic for custom classes,,,,,,
operator overloading,What is a limitation of operator overloading?,It can make code less readable,It improves performance,It reduces memory usage,It simplifies syntax,It can make code less readable,,,,,,
final keyword,What does the 'final' keyword do in Java?,Allows method overriding,Prevents method overriding,Defines a loop,Creates an array,Prevents method overriding,,,,,,
final keyword,What can the 'final' keyword be applied to in Java?,Variables, methods, and classes,Loops only,Arrays only,Functions only,Variables, methods, and classes,,
final keyword,What is the effect of 'final' on a variable in Java?,It can be changed,It cannot be changed after initialization,It becomes global,It becomes static,It cannot be changed after initialization,,,,,,
final keyword,What is a benefit of using the 'final' keyword?,Increased mutability,Improved safety and clarity,More memory usage,Longer execution time,Improved safety and clarity,,,,,,
final keyword,What does a 'final' class mean in Java?,It can be extended,It cannot be extended,It must be abstract,It must be static,It cannot be extended,,,,,,
graph,What is a graph in programming?,A linear data structure,A collection of nodes and edges,A fixed-size array,A queue structure,A collection of nodes and edges,,,,,,
graph,What is a common representation of a graph?,Array,Adjacency list or matrix,Stack,Queue,Adjacency list or matrix,,,,,,
graph,What is a directed graph?,A graph with bidirectional edges,A graph with unidirectional edges,A graph with no edges,A graph with loops,A graph with unidirectional edges,,,,,,
graph,What is a common algorithm for graphs?,Binary search,Depth-first search,Linear search,Quick sort,Depth-first search,,,,,,
graph,What is a practical use of graphs?,Sorting data,Modeling networks,Function call management,Hashing data,Modeling networks,,,,,,
filter,What does the filter operation do in programming?,Sorts a collection,Selects elements based on a condition,Transforms elements,Joins collections,Selects elements based on a condition,,,,,,
filter,In which language is the filter operation commonly used?,Python,C++,JavaScript,All of the above,All of the above,,,,,,
filter,What does the filter() method return in JavaScript?,A new array with filtered elements,The original array,An object,A sorted array,A new array with filtered elements,,,,,,
filter,What is a common use of filter in functional programming?,Looping over data,Selecting elements that match a predicate,Sorting data,Transforming data,Selecting elements that match a predicate,,,,,,
filter,What does filter preserve in functional programming?,The structure of the original collection,The values of the original collection,The order of elements,The memory location of the collection,The order of elements,,,,,,
hoisting,What is hoisting in JavaScript?,Creating objects,Moving declarations to the top,Handling exceptions,Optimizing code execution,Moving declarations to the top,,,,,,
hoisting,What types of declarations are hoisted in JavaScript?,let declarations,const declarations,var declarations and function declarations,All variable declarations,var declarations and function declarations,,,,,,
hoisting,What is a common issue with hoisting?,Improved readability,Unexpected behavior due to declaration movement,More memory usage,Longer execution time,Unexpected behavior due to declaration movement,,,,,,
hoisting,What does hoisting apply to in a JavaScript function?,The entire script,The current scope,The global scope only,The loop scope only,The current scope,,,,,,
hoisting,What is a best practice to avoid hoisting issues?,Use var everywhere,Use let and const,Declare variables at the bottom,Use global variables,Use let and const,,,,,,
exception,What is an exception in programming?,A loop condition,An error that disrupts normal execution,A variable type,A class definition,An error that disrupts normal execution,,,,,,
exception,In which language are exceptions commonly used?,Python,C++,Java,All of the above,All of the above,,,,,,
exception,What keyword is used to throw an exception in Java?,throw,catch,try,finally,throw,,,,,,
exception,What is a common way to handle exceptions?,Ignore them,Use try-catch blocks,Use loops,Use arrays,Use try-catch blocks,,,,,,
exception,What does an uncaught exception cause in a program?,Program continuation,Program termination,Loop execution,Array creation,Program termination,,,,,,
constructor,What is a constructor in programming?,A loop helper,A method to initialize objects,A variable type,A function wrapper,A method to initialize objects,,,,,,
constructor,In which language are constructors commonly used?,Python,C++,Java,All of the above,All of the above,,,,,,
constructor,What is the name of a constructor in C++?,Any name,The same as the class name,constructor,init,The same as the class name,,,,,,
